False	15	5.78125	0.0
False	0	164.921875	0.0
False	0	166.3125	0.0
False	0	167.703125	0.0
False	0	169.078125	0.0
False	0	170.484375	0.0
False	0	171.859375	0.0
False	0	173.25	0.0
False	0	174.640625	0.0
False	0	176.015625	0.0
False	0	177.40625	0.0
False	0	178.796875	0.0
False	0	180.1875	0.0
False	0	181.578125	0.0
False	0	182.96875	0.0
False	0	184.359375	0.0
False	0	185.75	0.0
False	0	187.15625	0.0
False	0	188.546875	0.0
False	0	189.9375	0.0
False	0	191.328125	0.0
False	0	192.71875	0.0
False	0	194.109375	0.0
False	15	188.203125	0.0
False	15	189.546875	0.0
False	15	190.921875	2169.25
False	15	192.296875	2227.0
False	15	193.671875	2281.5
False	15	195.0625	2342.75
False	15	196.390625	0.0
False	15	197.78125	2511.75
False	15	199.140625	0.0
False	0	208.0	0.0
False	0	209.375	0.0
False	0	210.796875	0.0
False	15	204.578125	0.0
False	15	206.0	3678.5
False	15	208.234375	0.0
False	15	209.71875	1133.0
False	15	211.6875	0.0
False	15	213.03125	754.5
False	0	220.53125	0.0
False	0	221.90625	0.0
False	0	223.3125	0.0
False	0	224.703125	0.0
False	0	226.09375	0.0
False	7	227.484375	0.0
False	0	228.875	0.0
False	15	226.6875	0.0
False	15	228.0	336.0
False	12	232.828125	0.0
False	15	234.6875	0.0
False	15	236.0625	0.0
False	15	239.15625	0.0
False	15	240.953125	0.0
False	15	240.21875	0.0
False	15	242.75	0.0
False	15	246.328125	0.0
False	0	244.109375	0.0
False	0	245.5	0.0
False	0	246.890625	0.0
False	0	248.28125	0.0
False	0	249.671875	0.0
False	0	251.0625	0.0
False	0	252.4375	0.0
False	0	253.828125	0.0
False	0	255.21875	0.0
False	0	256.609375	0.0
False	0	258.015625	0.0
False	0	259.40625	0.0
False	0	260.796875	0.0
False	0	262.1875	0.0
False	0	263.578125	0.0
False	0	264.96875	0.0
False	0	266.359375	0.0
False	0	267.734375	0.0
False	0	269.125	0.0
False	0	270.515625	0.0
False	0	271.90625	0.0
False	0	273.296875	0.0
False	0	274.6875	0.0
False	0	276.078125	0.0
False	15	280.796875	113.0
False	15	282.109375	0.0
False	14	282.796875	0.0
False	0	281.625	0.0
False	0	282.984375	0.0
False	0	284.375	0.0
False	0	285.765625	0.0
False	0	287.140625	0.0
False	0	288.53125	0.0
False	0	289.921875	0.0
False	0	291.296875	0.0
False	15	288.78125	0.0
False	15	294.109375	0.0
False	15	295.5	0.0
False	15	296.875	0.0
False	15	298.265625	0.0
False	15	299.671875	0.0
False	0	301.015625	0.0
False	0	302.390625	0.0
False	15	303.796875	0.0
False	15	299.546875	0.0
False	15	301.015625	617.5
False	13	302.4375	0.0
False	15	303.84375	0.0
False	15	305.5	557.5
False	15	306.90625	550.0
False	0	313.546875	0.0
False	0	314.9375	0.0
False	0	316.328125	0.0
False	12	310.21875	0.0
False	15	311.546875	0.0
False	15	312.96875	0.0
False	15	314.359375	0.0
False	15	315.78125	2956.5
False	15	317.140625	0.0
False	15	318.5	0.0
False	15	319.859375	0.0
False	15	321.25	3649.0
False	15	322.6875	3653.5
False	15	324.0625	3655.0
False	15	325.46875	3665.25
False	15	326.859375	3678.25
False	15	328.234375	3679.5
False	15	329.625	3684.5
False	15	331.03125	3702.25
False	15	332.40625	3720.5
False	9	334.234375	0.0
False	13	335.65625	0.0
False	15	337.078125	1622.0
False	15	338.453125	1626.25
False	15	339.875	1640.0
False	15	341.390625	0.0
False	15	342.765625	1392.0
False	0	351.15625	0.0
False	0	352.546875	0.0
False	0	353.9375	0.0
False	0	355.34375	0.0
False	0	356.734375	0.0
False	0	358.140625	0.0
True	0	359.53125	0.0
False	15	354.015625	0.0
False	15	355.46875	1278.25
False	15	356.890625	1272.25
False	9	358.15625	0.0
False	15	6.515625	0.0
False	8	7.890625	0.0
False	15	9.28125	0.0
False	15	3.484375	0.0
False	15	4.859375	1801.5
False	15	6.25	1843.0
False	15	7.609375	1889.25
False	15	8.984375	1940.75
False	15	10.34375	1993.25
False	15	11.71875	2049.5
False	15	13.109375	2108.0
False	15	14.453125	0.0
False	15	15.890625	0.0
False	15	17.28125	2041.75
False	15	18.703125	2022.0
False	15	20.0625	2037.75
False	15	21.4375	2060.0
False	15	22.8125	0.0
False	15	24.21875	2157.25
False	15	25.609375	2174.0
False	15	26.984375	2215.5
False	0	35.703125	0.0
False	0	37.09375	0.0
False	0	38.484375	0.0
False	0	39.875	0.0
False	0	41.265625	0.0
False	0	42.734375	0.0
False	0	44.125	0.0
False	0	45.53125	0.0
False	15	48.21875	0.0
False	0	48.3125	0.0
False	0	49.71875	0.0
False	0	51.109375	0.0
False	0	52.5	0.0
False	0	53.890625	0.0
False	0	55.296875	0.0
False	0	56.6875	0.0
False	0	58.078125	0.0
False	0	59.484375	0.0
False	0	60.875	0.0
False	0	62.265625	0.0
False	0	63.65625	0.0
False	0	65.0625	0.0
False	0	66.46875	0.0
False	0	67.859375	0.0
False	0	69.25	0.0
False	0	70.65625	0.0
False	0	72.046875	0.0
False	0	73.4375	0.0
False	0	74.84375	0.0
False	0	76.234375	0.0
False	0	77.625	0.0
False	0	79.03125	0.0
False	0	80.421875	0.0
False	0	81.828125	0.0
